loc,title,bedroom,bathroom,parking_space,price
Edo,Bungalow,1.0,1.0,1.0,1080503.59
Ebonyi,Terrace duplex,4.0,1.0,4.0,1437039.357
Zamfara,Mansion,4.0,2.0,3.0,3795432.422
Kogi,Semi-detached duplex,5.0,2.0,2.0,1555218.305
Jigawa,Townhouse,4.0,3.0,5.0,1786940.967
Abia,Bungalow,1.0,1.0,4.0,926809.7113
Bauchi,Detached duplex,3.0,2.0,6.0,1714764.119
Sokoto,Semi-detached duplex,3.0,3.0,5.0,1334784.88
Jigawa,Bungalow,5.0,5.0,4.0,1603510.062
Taraba,Terrace duplex,4.0,2.0,3.0,1465893.028
Lagos,Mansion,8.0,3.0,6.0,8697328.418
Niger,Terrace duplex,2.0,2.0,2.0,1192590.256
Osun,Cottage,5.0,1.0,3.0,1733950.956
Adamawa,Flat,9.0,6.0,2.0,2543959.237
Plateau,Terrace duplex,2.0,2.0,2.0,1256080.673
Rivers,Mansion,9.0,2.0,3.0,6922700.314
Cross River,Detached duplex,4.0,2.0,2.0,2424743.991
Kano,Detached duplex,5.0,4.0,1.0,2494640.669
Sokoto,Penthouse,6.0,2.0,5.0,2454846.128
Kano,Semi-detached duplex,7.0,7.0,3.0,2583282.978
Katsina,Townhouse,1.0,1.0,3.0,1098383.101
Yobe,Detached duplex,6.0,5.0,3.0,2299634.292
Taraba,Apartment,3.0,2.0,2.0,1241425.345
Ekiti,Apartment,8.0,2.0,6.0,2278253.2
Katsina,Terrace duplex,3.0,2.0,2.0,1376641.471
Niger,Semi-detached duplex,5.0,1.0,3.0,1666347.76
Adamawa,Bungalow,1.0,1.0,4.0,1004441.031
Adamawa,Detached duplex,5.0,4.0,1.0,2137504.056
Imo,Townhouse,3.0,2.0,2.0,1845556.032
Bauchi,Penthouse,6.0,1.0,6.0,2439910.422
Cross River,Detached duplex,5.0,2.0,4.0,2540673.654
Benue,Mansion,1.0,1.0,2.0,2049189.513
Anambra,Terrace duplex,5.0,2.0,1.0,1873845.104
Delta,Flat,7.0,2.0,6.0,2830764.316
Sokoto,Detached duplex,9.0,1.0,6.0,2795422.258
Delta,Townhouse,5.0,4.0,6.0,2948754.732
Ondo,Bungalow,9.0,5.0,5.0,3000975.7
Nasarawa,Bungalow,5.0,3.0,3.0,1841081.308
Niger,Flat,5.0,5.0,6.0,1810888.982
Niger,Townhouse,5.0,1.0,1.0,1704737.605
Ogun,Terrace duplex,2.0,2.0,2.0,1641642.383
Oyo,Mansion,3.0,2.0,3.0,3684222.21
Plateau,Bungalow,9.0,2.0,5.0,2481121.686
Akwa Ibom,Detached duplex,2.0,1.0,3.0,2257862.962
Bauchi,Bungalow,9.0,4.0,3.0,2298311.185
Kaduna,Penthouse,1.0,1.0,2.0,1424072.099
Imo,Flat,3.0,2.0,4.0,1330354.934
Benue,Terrace duplex,4.0,3.0,1.0,1664022.661
Gombe,Flat,7.0,6.0,4.0,2125977.624
Cross River,Penthouse,7.0,4.0,4.0,3943992.643
Osun,Townhouse,9.0,7.0,4.0,3325972.512
Niger,Detached duplex,9.0,6.0,3.0,3199730.397
Imo,Semi-detached duplex,6.0,2.0,1.0,2139762.609
Gombe,Townhouse,5.0,4.0,6.0,2231086.784
Ebonyi,Bungalow,3.0,2.0,1.0,1078867.362
Sokoto,Semi-detached duplex,4.0,2.0,2.0,1301332.642
Jigawa,Townhouse,2.0,2.0,2.0,1186528.783
Akwa Ibom,Flat,2.0,2.0,3.0,1593031.727
Nasarawa,Flat,3.0,1.0,4.0,1399172.155
Edo,Townhouse,5.0,5.0,6.0,2580131.741
Plateau,Mansion,2.0,1.0,3.0,2692986.358
Lagos,Townhouse,2.0,1.0,2.0,4254691.68
Adamawa,Penthouse,2.0,1.0,1.0,1773337.373
Cross River,Detached duplex,5.0,5.0,3.0,2910764.732
Ekiti,Penthouse,3.0,2.0,1.0,2198135.06
Gombe,Penthouse,8.0,1.0,1.0,3045491.575
Kano,Bungalow,9.0,5.0,4.0,2741189.578
Katsina,Bungalow,3.0,2.0,1.0,1300103.417
Kogi,Mansion,1.0,1.0,3.0,1116699.853
Ondo,Cottage,5.0,2.0,2.0,1358182.71
Bauchi,Cottage,1.0,1.0,3.0,939602.8062
Katsina,Terrace duplex,8.0,5.0,2.0,2507008.11
Cross River,Penthouse,1.0,1.0,1.0,2077356.335
Kebbi,Detached duplex,5.0,1.0,1.0,1227911.179
Rivers,Terrace duplex,2.0,2.0,3.0,1879418.531
Taraba,Semi-detached duplex,2.0,1.0,1.0,1310128.895
Zamfara,Bungalow,1.0,1.0,6.0,981463.8379
Ebonyi,Terrace duplex,3.0,1.0,4.0,1111334.339
Taraba,Apartment,5.0,5.0,3.0,1585292.02
Yobe,Bungalow,9.0,6.0,4.0,2371347.719
Delta,Semi-detached duplex,1.0,1.0,3.0,1451318.929
Plateau,Flat,6.0,3.0,6.0,1940857.943
Akwa Ibom,Penthouse,1.0,1.0,2.0,2024928.303
Benue,Semi-detached duplex,1.0,1.0,4.0,1065779.486
Osun,Semi-detached duplex,6.0,3.0,6.0,2311163.609
Kogi,Mansion,1.0,1.0,2.0,2346775.611
Abia,Penthouse,1.0,1.0,4.0,1342484.433
Adamawa,Flat,5.0,2.0,3.0,1566386.352
Anambra,Semi-detached duplex,3.0,1.0,3.0,1654582.16
Kwara,Penthouse,4.0,4.0,6.0,2369407.633
Plateau,Penthouse,9.0,6.0,3.0,3623030.757
Benue,Semi-detached duplex,1.0,1.0,4.0,1077258.995
Oyo,Semi-detached duplex,3.0,2.0,6.0,1874570.87
Benue,Semi-detached duplex,2.0,2.0,2.0,1215268.629
Benue,Bungalow,9.0,7.0,1.0,2554463.47
Gombe,Terrace duplex,1.0,1.0,2.0,1089625.337
Edo,Detached duplex,5.0,1.0,1.0,2399524.725
Kebbi,Terrace duplex,1.0,1.0,2.0,859282.24
Yobe,Townhouse,1.0,1.0,3.0,1038314.708
Ebonyi,Penthouse,4.0,2.0,1.0,1878563.087
Oyo,Semi-detached duplex,1.0,1.0,6.0,1491013.894
Plateau,Mansion,3.0,2.0,3.0,1581540.266
Kano,Bungalow,3.0,1.0,4.0,1396366.238
Edo,Apartment,8.0,7.0,3.0,2549808.245
Kwara,Penthouse,8.0,5.0,2.0,3282936.623
Borno,Terrace duplex,5.0,5.0,5.0,1769025.83
Oyo,Terrace duplex,5.0,1.0,4.0,1839014.362
Abia,Mansion,2.0,1.0,1.0,2354244.987
Imo,Townhouse,5.0,2.0,3.0,2054965.647
Kwara,Detached duplex,5.0,1.0,1.0,1950571.614
Kano,Penthouse,6.0,5.0,6.0,3209871.806
Kebbi,Bungalow,5.0,5.0,6.0,1639946.146
Cross River,Penthouse,2.0,1.0,3.0,2393844.962
Osun,Townhouse,9.0,3.0,1.0,3061933.228
Delta,Flat,3.0,2.0,2.0,1703371.531
Niger,Detached duplex,4.0,2.0,3.0,1676100.164
Ogun,Mansion,2.0,1.0,6.0,3644280.81
Benue,Townhouse,7.0,6.0,4.0,2572345.527
Bayelsa,Semi-detached duplex,6.0,4.0,4.0,3271074.103
Adamawa,Penthouse,4.0,1.0,2.0,2122354.543
Anambra,Terrace duplex,2.0,1.0,2.0,1493660.805
Lagos,Flat,7.0,7.0,4.0,3982581.995
Bayelsa,Mansion,6.0,6.0,6.0,6731542.318
Niger,Semi-detached duplex,3.0,2.0,3.0,1455029.894
Rivers,Semi-detached duplex,5.0,5.0,5.0,2905322.571
Jigawa,Mansion,4.0,2.0,4.0,1511755.055
Lagos,Mansion,4.0,3.0,3.0,6742577.499
Delta,Penthouse,5.0,4.0,4.0,3751585.396
Enugu,Mansion,4.0,3.0,1.0,3643037.538
Anambra,Cottage,1.0,1.0,2.0,1321222.993
Osun,Semi-detached duplex,3.0,2.0,3.0,1632699.15
Zamfara,Townhouse,2.0,2.0,4.0,1247891.259
Lagos,Penthouse,5.0,4.0,3.0,5058122.152
Ebonyi,Flat,3.0,1.0,1.0,1071790.571
Kwara,Bungalow,2.0,1.0,2.0,1036064.449
Ondo,Terrace duplex,1.0,1.0,1.0,1388669.485
Ogun,Cottage,1.0,1.0,3.0,1470949.009
Akwa Ibom,Townhouse,2.0,2.0,3.0,2181293.048
Borno,Detached duplex,8.0,3.0,3.0,2577921.322
Yobe,Terrace duplex,8.0,1.0,2.0,2165436.609
Ebonyi,Semi-detached duplex,3.0,2.0,4.0,1261967.259
Ogun,Flat,8.0,7.0,2.0,2981115.711
Kwara,Detached duplex,6.0,6.0,2.0,2564229.077
Bauchi,Terrace duplex,1.0,1.0,4.0,1085285.245
Ebonyi,Penthouse,2.0,1.0,6.0,1629470.8
Taraba,Terrace duplex,2.0,1.0,6.0,1321523.503
Sokoto,Detached duplex,4.0,2.0,2.0,1629646.007
Katsina,Flat,1.0,1.0,3.0,988760.3906
Gombe,Apartment,4.0,2.0,3.0,1295651.475
Ekiti,Cottage,4.0,1.0,3.0,1171439.603
Benue,Cottage,1.0,1.0,4.0,724019.2709
Kwara,Detached duplex,5.0,4.0,4.0,2223389.112
Niger,Bungalow,1.0,1.0,3.0,930884.8431
Gombe,Detached duplex,5.0,2.0,1.0,1897400.277
Imo,Bungalow,3.0,2.0,5.0,1595991.73
Ebonyi,Apartment,3.0,1.0,2.0,964448.7322
Enugu,Detached duplex,3.0,1.0,3.0,1967514.514
Bayelsa,Townhouse,9.0,5.0,1.0,4415843.241
Akwa Ibom,Flat,7.0,7.0,3.0,3065700.709
Gombe,Flat,8.0,5.0,1.0,2292205.362
Plateau,Semi-detached duplex,4.0,2.0,2.0,1447816.708
Ogun,Semi-detached duplex,2.0,2.0,2.0,1657739.197
Akwa Ibom,Detached duplex,3.0,2.0,3.0,2505562.628
Bayelsa,Mansion,3.0,2.0,5.0,5232427.868
Ondo,Flat,9.0,7.0,5.0,3079287.832
Kebbi,Semi-detached duplex,5.0,2.0,3.0,1099896.675
Akwa Ibom,Mansion,3.0,2.0,1.0,3777063.276
Abia,Mansion,5.0,4.0,4.0,3328929.155
Gombe,Mansion,4.0,2.0,3.0,1215468.023
Abia,Flat,2.0,1.0,2.0,939044.4016
Benue,Townhouse,2.0,2.0,4.0,1361847.808
Taraba,Flat,5.0,4.0,6.0,1779564.129
Lagos,Terrace duplex,4.0,1.0,5.0,3049724.251
Niger,Bungalow,3.0,2.0,3.0,1341744.657
Benue,Terrace duplex,5.0,2.0,1.0,1642468.308
Taraba,Apartment,5.0,4.0,3.0,1557882.774
Edo,Penthouse,2.0,1.0,1.0,2195786.488
Bayelsa,Flat,1.0,1.0,4.0,1643725.512
Kwara,Terrace duplex,4.0,3.0,3.0,1781349.974
Bauchi,Penthouse,2.0,2.0,3.0,1496117.819
Rivers,Cottage,2.0,1.0,3.0,1794753.572
Zamfara,Cottage,5.0,1.0,4.0,1525238.334
Kaduna,Mansion,7.0,4.0,6.0,4250027.622
Lagos,Bungalow,5.0,2.0,5.0,3105434.75
Sokoto,Flat,3.0,1.0,1.0,1028770.811
Cross River,Detached duplex,3.0,2.0,1.0,2078218.146
Akwa Ibom,Flat,3.0,2.0,6.0,2124078.327
Taraba,Penthouse,5.0,2.0,2.0,2512894.503
Ekiti,Detached duplex,9.0,4.0,2.0,3361631.236
Abia,Penthouse,8.0,7.0,5.0,3145608.67
Niger,Mansion,8.0,7.0,4.0,4645071.414
Bauchi,Semi-detached duplex,3.0,1.0,1.0,1132647.95
Abia,Flat,3.0,2.0,4.0,1268834.591
Yobe,Townhouse,1.0,1.0,1.0,1095554.275
Katsina,Townhouse,2.0,1.0,5.0,1464315.814
Zamfara,Terrace duplex,8.0,6.0,3.0,2401594.807
Akwa Ibom,Mansion,4.0,1.0,1.0,4079855.085
Ogun,Apartment,1.0,1.0,2.0,1324343.09
Enugu,Apartment,9.0,4.0,4.0,2632221.824
Ebonyi,Bungalow,6.0,4.0,2.0,1721133.53
Oyo,Terrace duplex,7.0,4.0,4.0,2665627.665
Kwara,Terrace duplex,9.0,6.0,5.0,2823276.431
Taraba,Terrace duplex,5.0,2.0,6.0,1876110.44
Bauchi,Cottage,5.0,1.0,4.0,1450984.014
Anambra,Terrace duplex,4.0,1.0,3.0,1702381.872
Benue,Townhouse,8.0,7.0,6.0,2883405.468
Benue,Detached duplex,5.0,2.0,1.0,1919892.197
Niger,Apartment,7.0,7.0,6.0,2060331.791
Lagos,Bungalow,8.0,1.0,3.0,3836847.708
Katsina,Terrace duplex,3.0,2.0,2.0,1478453.091
Sokoto,Cottage,1.0,1.0,1.0,844417.5272
Katsina,Mansion,5.0,1.0,1.0,3146429.215
Imo,Townhouse,5.0,2.0,2.0,2039801.505
Kogi,Terrace duplex,5.0,1.0,6.0,1840869.981
Benue,Semi-detached duplex,3.0,2.0,4.0,1525510.812
Imo,Bungalow,2.0,1.0,4.0,1415638.945
Nasarawa,Flat,2.0,1.0,3.0,1321734.83
Edo,Mansion,9.0,2.0,4.0,5711721.213
Yobe,Detached duplex,4.0,2.0,1.0,1572437.415
Adamawa,Penthouse,5.0,2.0,2.0,2512894.503
Sokoto,Mansion,9.0,5.0,2.0,4281897.85
Plateau,Semi-detached duplex,6.0,4.0,6.0,2150359.892
Cross River,Penthouse,4.0,2.0,4.0,3118303.168
Nasarawa,Apartment,5.0,5.0,6.0,1789521.127
Kaduna,Bungalow,2.0,1.0,4.0,1105579.008
Rivers,Penthouse,8.0,1.0,4.0,4638131.56
Adamawa,Terrace duplex,9.0,7.0,6.0,2881940.087
Taraba,Bungalow,4.0,2.0,2.0,1382420.492
Osun,Townhouse,8.0,3.0,4.0,2855366.751
Sokoto,Mansion,2.0,2.0,3.0,2115295.893
Bauchi,Townhouse,4.0,3.0,4.0,1741190.405
Ogun,Flat,6.0,6.0,1.0,2449715.669
Abia,Penthouse,6.0,2.0,4.0,2484450.447
Kebbi,Flat,4.0,1.0,3.0,915455.5493
Plateau,Detached duplex,5.0,1.0,3.0,1949323.46
Enugu,Detached duplex,1.0,1.0,3.0,1627945.106
Ondo,Townhouse,2.0,1.0,2.0,1840992.027
Cross River,Terrace duplex,4.0,2.0,3.0,1921999.998
Cross River,Detached duplex,9.0,1.0,4.0,3816033.627
Zamfara,Penthouse,3.0,2.0,2.0,1685164.484
Yobe,Mansion,2.0,2.0,4.0,2158563.743
Taraba,Apartment,9.0,5.0,6.0,2380374.558
Ondo,Semi-detached duplex,2.0,2.0,5.0,1539933.477
Enugu,Apartment,4.0,3.0,4.0,1695645.299
Akwa Ibom,Detached duplex,3.0,2.0,1.0,2140687.475
Taraba,Semi-detached duplex,5.0,1.0,1.0,1723753.995
Imo,Apartment,3.0,3.0,5.0,1334784.88
Cross River,Townhouse,3.0,2.0,3.0,2254766.615
Oyo,Detached duplex,7.0,3.0,6.0,3202221.47
Anambra,Cottage,3.0,1.0,4.0,1136697.429
Kogi,Terrace duplex,9.0,7.0,2.0,2788247.299
Niger,Terrace duplex,4.0,3.0,3.0,1781349.974
Kano,Terrace duplex,5.0,4.0,5.0,2227082.443
Ebonyi,Penthouse,1.0,1.0,3.0,1305631.158
Adamawa,Bungalow,5.0,1.0,3.0,1418299.871
Benue,Detached duplex,2.0,1.0,3.0,1552219.19
Bauchi,Detached duplex,9.0,1.0,3.0,2720272.834
Plateau,Apartment,4.0,2.0,3.0,1275901.26
Ebonyi,Penthouse,7.0,4.0,1.0,2658387.928
Ekiti,Semi-detached duplex,2.0,2.0,3.0,1290961.59
Kano,Penthouse,1.0,1.0,3.0,1802891.259
Gombe,Bungalow,3.0,1.0,3.0,819796.7723
Kaduna,Flat,8.0,4.0,1.0,2260880.509
Oyo,Flat,6.0,5.0,6.0,2367693.054
Yobe,Townhouse,4.0,1.0,2.0,1371930.953
Kano,Mansion,8.0,3.0,3.0,4740144.768
Lagos,Cottage,1.0,1.0,4.0,4034776.518
Osun,Semi-detached duplex,5.0,2.0,4.0,1920397.566
Kano,Semi-detached duplex,5.0,2.0,3.0,1858331.207
Delta,Mansion,3.0,2.0,4.0,4334368.009
Edo,Penthouse,2.0,1.0,3.0,2179001.889
Ondo,Penthouse,3.0,2.0,4.0,2451758.816
Osun,Flat,4.0,1.0,2.0,1546484.022
Kano,Semi-detached duplex,4.0,3.0,3.0,1921497.962
Bayelsa,Bungalow,4.0,4.0,2.0,2379540.657
Nasarawa,Cottage,5.0,2.0,4.0,1809945.156
Ebonyi,Penthouse,5.0,1.0,1.0,2115519.964
Benue,Penthouse,4.0,1.0,4.0,2149031.964
Ekiti,Townhouse,6.0,4.0,4.0,2492700.366
Ebonyi,Bungalow,9.0,6.0,6.0,2407783.804
Borno,Townhouse,3.0,2.0,2.0,1353138.81
Ondo,Townhouse,3.0,2.0,2.0,1974296.447
Abia,Townhouse,2.0,2.0,3.0,1242814.948
Kogi,Detached duplex,3.0,2.0,3.0,1881718.957
Enugu,Terrace duplex,2.0,1.0,2.0,1436627.173
Anambra,Detached duplex,5.0,1.0,3.0,2378151.538
Rivers,Semi-detached duplex,7.0,7.0,2.0,3593519.392
Kogi,Mansion,9.0,4.0,2.0,4694689.816
Nasarawa,Semi-detached duplex,4.0,3.0,2.0,1895146.865
Bayelsa,Townhouse,3.0,1.0,3.0,2452378.938
Sokoto,Semi-detached duplex,4.0,1.0,3.0,1376328.015
Taraba,Semi-detached duplex,3.0,2.0,2.0,1384760.303
Bauchi,Bungalow,4.0,2.0,4.0,1282624.671
Osun,Terrace duplex,5.0,2.0,1.0,1801489.456
Lagos,Townhouse,4.0,1.0,3.0,3405775.946
Jigawa,Mansion,2.0,1.0,5.0,2397122.47
Sokoto,Semi-detached duplex,1.0,1.0,2.0,982623.8465
Zamfara,Semi-detached duplex,3.0,2.0,1.0,1140332.188
Oyo,Flat,4.0,2.0,3.0,1536522.754
Niger,Terrace duplex,8.0,5.0,3.0,2530431.307
Oyo,Bungalow,1.0,1.0,4.0,1242111.88
Borno,Townhouse,4.0,2.0,3.0,1439441.812
Ebonyi,Penthouse,2.0,1.0,4.0,1748422.261
Enugu,Bungalow,4.0,2.0,3.0,1745386.094
Adamawa,Terrace duplex,4.0,3.0,3.0,1640388.138
Plateau,Semi-detached duplex,2.0,2.0,4.0,1229450.569
Gombe,Flat,1.0,1.0,1.0,865765.6423
Adamawa,Flat,5.0,5.0,2.0,1727606.503
Cross River,Detached duplex,9.0,1.0,2.0,3737305.659
Kano,Flat,3.0,2.0,3.0,1408183.5
Kogi,Bungalow,4.0,3.0,3.0,1558883.82
Kano,Detached duplex,2.0,2.0,3.0,1589080.479
Zamfara,Bungalow,2.0,1.0,6.0,1062199.464
Cross River,Bungalow,4.0,2.0,2.0,1727279.972
Zamfara,Apartment,5.0,5.0,6.0,1490371.165
Benue,Semi-detached duplex,3.0,2.0,4.0,1560962.598
Rivers,Semi-detached duplex,5.0,3.0,2.0,2676602.993
Niger,Detached duplex,6.0,5.0,2.0,2435272.349
Ebonyi,Detached duplex,2.0,1.0,5.0,1415200.17
Delta,Townhouse,2.0,1.0,2.0,1866734.96
Imo,Detached duplex,7.0,4.0,5.0,2963529.589
Yobe,Penthouse,4.0,3.0,3.0,2160914.039
Katsina,Mansion,6.0,1.0,3.0,3560594.368
Imo,Townhouse,9.0,3.0,6.0,3208328.21
Rivers,Terrace duplex,2.0,1.0,6.0,2279935.347
Ebonyi,Mansion,2.0,1.0,2.0,1220907.527
Borno,Cottage,3.0,2.0,1.0,822655.9854
Zamfara,Penthouse,2.0,2.0,4.0,1617637.137
Rivers,Penthouse,5.0,4.0,4.0,4109989.176
Ogun,Semi-detached duplex,1.0,1.0,1.0,1528334.006
Bauchi,Terrace duplex,4.0,3.0,4.0,1498710.16
Delta,Bungalow,6.0,1.0,1.0,2387774.698
Niger,Penthouse,1.0,1.0,5.0,1576475.505
Bayelsa,Semi-detached duplex,4.0,1.0,3.0,2449095.587
Plateau,Cottage,1.0,1.0,1.0,1087434.402
Abia,Townhouse,1.0,1.0,3.0,947019.0404
Taraba,Apartment,9.0,5.0,5.0,2362156.515
Ondo,Detached duplex,1.0,1.0,2.0,1422861.113
Kaduna,Semi-detached duplex,4.0,2.0,3.0,1513740.628
Kaduna,Mansion,7.0,1.0,3.0,3878491.133
Bayelsa,Bungalow,1.0,1.0,1.0,1546640.742
Benue,Detached duplex,7.0,3.0,3.0,2692340.237
Lagos,Terrace duplex,2.0,2.0,3.0,1836444.638
Niger,Terrace duplex,1.0,1.0,2.0,991016.1386
Adamawa,Apartment,1.0,1.0,1.0,862964.3809
Zamfara,Semi-detached duplex,5.0,2.0,3.0,1450274.15
Cross River,Penthouse,9.0,1.0,3.0,4304868.048
Kogi,Detached duplex,1.0,1.0,3.0,1459686.341
Lagos,Penthouse,5.0,1.0,5.0,4661071.401
Akwa Ibom,Bungalow,6.0,2.0,1.0,2434761.976
Bayelsa,Penthouse,4.0,2.0,4.0,3639386.771
Bauchi,Bungalow,4.0,1.0,2.0,1297261.601
Kogi,Apartment,7.0,1.0,3.0,1841222.189
Kano,Flat,8.0,3.0,2.0,2436527.192
Lagos,Penthouse,1.0,1.0,2.0,5516364.479
Rivers,Detached duplex,1.0,1.0,2.0,1966710.414
Borno,Bungalow,8.0,5.0,4.0,2155479.937
Akwa Ibom,Penthouse,8.0,6.0,2.0,4620174.785
Ekiti,Detached duplex,5.0,2.0,3.0,2316776.305
Adamawa,Flat,9.0,2.0,2.0,2418659.827
Edo,Terrace duplex,5.0,2.0,4.0,1949132.806
Gombe,Cottage,1.0,1.0,1.0,431967.29
Ekiti,Flat,4.0,2.0,2.0,1490591.188
Imo,Terrace duplex,5.0,2.0,4.0,1846826.076
Enugu,Semi-detached duplex,4.0,1.0,4.0,1905912.537
Cross River,Detached duplex,3.0,1.0,4.0,2212035.469
Adamawa,Terrace duplex,5.0,1.0,3.0,1561970.8
Lagos,Townhouse,4.0,3.0,2.0,3517383.419
Bayelsa,Semi-detached duplex,1.0,1.0,3.0,1956897.639
Ogun,Apartment,2.0,1.0,4.0,1436676.443
Ogun,Penthouse,5.0,5.0,5.0,3452428.41
Abia,Townhouse,2.0,1.0,2.0,1060825.449
Bauchi,Terrace duplex,7.0,3.0,6.0,2112929.745
Kaduna,Apartment,4.0,3.0,3.0,1434307.83
Abia,Bungalow,4.0,3.0,4.0,1479935.119
Ekiti,Penthouse,8.0,3.0,1.0,3445563.395
Enugu,Penthouse,9.0,7.0,3.0,4416814.332
Enugu,Semi-detached duplex,1.0,1.0,2.0,1285796.761
Kano,Penthouse,2.0,2.0,3.0,2040132.657
Gombe,Detached duplex,5.0,2.0,4.0,1928432.259
Cross River,Terrace duplex,1.0,1.0,1.0,1338338.878
Ondo,Semi-detached duplex,3.0,2.0,3.0,1698632.734
Edo,Terrace duplex,6.0,5.0,1.0,2448913.951
Kaduna,Penthouse,7.0,3.0,3.0,2961662.431
Ondo,Terrace duplex,6.0,3.0,2.0,2390091.8
Taraba,Terrace duplex,2.0,2.0,1.0,1169167.058
Sokoto,Bungalow,7.0,6.0,2.0,1996486.46
Anambra,Semi-detached duplex,1.0,1.0,4.0,1432455.901
Bauchi,Terrace duplex,4.0,1.0,2.0,1396048.762
Osun,Townhouse,5.0,2.0,1.0,1998354.977
Taraba,Apartment,2.0,1.0,4.0,1135400.363
Enugu,Flat,1.0,1.0,1.0,1194871.643
Delta,Terrace duplex,3.0,2.0,2.0,1823590.156
Niger,Townhouse,4.0,1.0,3.0,1664896.745
Nasarawa,Townhouse,1.0,1.0,6.0,1446963.32
Imo,Terrace duplex,3.0,2.0,4.0,1452112.305
Katsina,Mansion,2.0,1.0,1.0,2222105.791
Oyo,Flat,4.0,2.0,1.0,1654258.607
Imo,Semi-detached duplex,3.0,1.0,1.0,1337523.432
Bayelsa,Flat,3.0,1.0,4.0,2082489.776
Bayelsa,Apartment,3.0,2.0,6.0,1923366.003
Kwara,Semi-detached duplex,1.0,1.0,1.0,1087237.19
Yobe,Apartment,5.0,1.0,1.0,1272212.276
Edo,Cottage,2.0,1.0,1.0,1344681.488
Kano,Flat,2.0,1.0,3.0,1251253.912
Osun,Flat,9.0,4.0,3.0,2776218.71
Edo,Penthouse,3.0,3.0,3.0,2407704.081
Zamfara,Detached duplex,4.0,1.0,1.0,1494353.157
Yobe,Flat,3.0,1.0,2.0,1099695.859
Jigawa,Semi-detached duplex,2.0,1.0,3.0,1237509.445
Plateau,Terrace duplex,5.0,4.0,3.0,2017072.276
Kebbi,Bungalow,2.0,2.0,4.0,961918.0492
Bayelsa,Semi-detached duplex,1.0,1.0,3.0,1741015.413
Kano,Flat,4.0,1.0,2.0,1510601.037
Jigawa,Apartment,3.0,2.0,4.0,1084876.285
Ogun,Apartment,8.0,3.0,3.0,2577921.322
Borno,Flat,7.0,4.0,2.0,1905231.884
Edo,Apartment,3.0,2.0,2.0,1340217.335
Benue,Flat,8.0,3.0,2.0,2250376.276
Kano,Semi-detached duplex,9.0,3.0,3.0,2842897.747
Kwara,Semi-detached duplex,2.0,1.0,4.0,1310128.895
Kwara,Bungalow,5.0,2.0,2.0,1450328.194
Katsina,Flat,6.0,2.0,2.0,1909533.091
Bauchi,Bungalow,2.0,2.0,6.0,1034790.218
Kano,Townhouse,3.0,1.0,4.0,1713140.153
Cross River,Mansion,8.0,2.0,6.0,5794035.739
Osun,Mansion,2.0,1.0,1.0,2899028.8
Benue,Bungalow,7.0,3.0,3.0,2073644.306
Zamfara,Terrace duplex,8.0,2.0,6.0,2278253.2
Ekiti,Bungalow,9.0,7.0,3.0,2811670.496
Kogi,Terrace duplex,8.0,1.0,2.0,2366046.274
Lagos,Apartment,7.0,4.0,2.0,3314200.536
Katsina,Penthouse,3.0,1.0,2.0,2019336.818
Bauchi,Flat,8.0,7.0,3.0,2192080.387
Kano,Detached duplex,7.0,4.0,2.0,2866908.901
Kebbi,Apartment,8.0,1.0,4.0,1885258.704
Oyo,Townhouse,4.0,1.0,5.0,2112101.488
Gombe,Penthouse,6.0,5.0,1.0,2744803.628
Taraba,Semi-detached duplex,4.0,3.0,2.0,1781349.974
Bauchi,Bungalow,9.0,3.0,4.0,2289119.981
Kwara,Penthouse,8.0,1.0,6.0,3214659.11
Kano,Flat,2.0,2.0,2.0,1186000.629
Kano,Penthouse,2.0,1.0,5.0,2127341.16
Lagos,Detached duplex,6.0,3.0,3.0,4437622.606
Kwara,Penthouse,4.0,3.0,3.0,2217004.227
Delta,Mansion,5.0,4.0,4.0,5390059.767
Bayelsa,Bungalow,2.0,2.0,3.0,1750462.675
Bauchi,Apartment,8.0,6.0,3.0,1989233.368
Kwara,Terrace duplex,3.0,1.0,4.0,1396366.238
Ekiti,Semi-detached duplex,5.0,1.0,5.0,1989209.345
Osun,Cottage,4.0,2.0,2.0,1137703.396
Jigawa,Flat,8.0,7.0,2.0,2173862.345
Bauchi,Apartment,1.0,1.0,5.0,875529.5409
Bayelsa,Flat,7.0,4.0,6.0,3303392.802
Yobe,Bungalow,4.0,3.0,5.0,1470743.915
Kano,Townhouse,5.0,2.0,5.0,2205022.479
Cross River,Townhouse,5.0,5.0,2.0,2650668.525
Akwa Ibom,Flat,3.0,1.0,2.0,1891070.575
Niger,Townhouse,6.0,6.0,3.0,2328771.796
Yobe,Terrace duplex,2.0,2.0,4.0,1083332.437
Zamfara,Townhouse,2.0,1.0,3.0,1243768.349
Lagos,Semi-detached duplex,8.0,4.0,2.0,4595288.36
Akwa Ibom,Semi-detached duplex,2.0,1.0,1.0,1729328.613
Anambra,Penthouse,2.0,1.0,4.0,2367875.197
Sokoto,Penthouse,5.0,1.0,3.0,2120847.997
Sokoto,Townhouse,5.0,3.0,1.0,1756710.23
Ekiti,Apartment,7.0,4.0,1.0,2041288.659
Kano,Penthouse,1.0,1.0,5.0,1650297.072
Abia,Detached duplex,8.0,3.0,4.0,2602971.13
Gombe,Penthouse,1.0,1.0,2.0,1714228.174
Kaduna,Mansion,2.0,1.0,4.0,1406004.458
